RECID,DATE,CUSTNO,PORT,TERMINAL,SERVICE,DISPATCH,BAF,CREATEDBY,CREATEDDAT,TYPE,VESSEL
849,2026-01-01,0059,001,001-003,002,121520.0,0.0,2265,2026-01-24 10:52:46.998000,L,
850,2026-01-01,0016,005,005-018,001,30000.0,0.0,2265,2026-01-24 10:52:46.998000,L,
851,2026-01-01,0016,005,005-018,002,30000.0,0.0,2265,2026-01-24 10:52:46.998000,L,
852,2026-01-01,0024,005,005-010,001,50000.0,0.0,2265,2026-01-24 10:52:46.998000,L,
853,2026-01-01,0024,005,005-010,002,50000.0,0.0,2265,2026-01-24 10:52:46.998000,L,
854,2026-01-01,0074,001,001-002,001,35000.0,0.0,2265,2026-01-24 10:52:46.998000,L,
855,2026-01-01,0074,001,001-002,002,35000.0,0.0,2265,2026-01-24 10:52:46.998000,L,
856,2026-01-01,0072,001,001-002,001,35000.0,0.0,2265,2026-01-24 10:52:46.998000,L,
857,2026-01-01,0072,001,001-002,002,35000.0,0.0,2265,2026-01-24 10:52:46.998000,L,
858,2026-01-01,0060,005,005-005,001,25000.0,0.0,2265,2026-01-24 10:52:46.998000,L,
859,2026-01-01,0060,005,005-005,002,25000.0,0.0,2265,2026-01-24 10:52:46.998000,L,
860,2026-12-31,0006,003,003-004,001,285710.0,0.0,2265,2026-01-24 11:15:19,F,
861,2026-12-31,0006,003,003-004,002,285710.0,0.0,2265,2026-01-24 11:15:19,F,
862,2026-12-31,0006,004,004-001,001,80000.0,0.0,2265,2026-01-24 11:15:19,F,
863,2026-12-31,0006,004,004-001,002,80000.0,0.0,2265,2026-01-24 11:15:19,F,
864,2026-12-31,0006,004,004-001,010,22000.0,0.0,2265,2026-01-24 11:15:19,F,
865,2026-12-31,0006,004,004-001,012,46000.0,0.0,2265,2026-01-24 11:15:19,F,
866,2026-12-31,0006,005,005-005,001,45000.0,0.0,2265,2026-01-24 11:15:19,F,
867,2026-12-31,0006,005,005-005,002,45000.0,0.0,2265,2026-01-24 11:15:19,F,
868,2026-12-31,0006,005,005-005,010,22000.0,0.0,2265,2026-01-24 11:15:19,F,
869,2026-12-31,0006,005,005-011,001,45000.0,0.0,2265,2026-01-24 11:15:19,F,
870,2026-12-31,0006,005,005-011,002,45000.0,0.0,2265,2026-01-24 11:15:19,F,
871,2026-12-31,0006,007,007-001,001,500000.0,0.0,2265,2026-01-24 11:15:19,F,
872,2026-12-31,0006,007,007-001,002,500000.0,0.0,2265,2026-01-24 11:15:19,F,
873,2026-12-31,0006,007,007-001,012,50000.0,0.0,2265,2026-01-24 11:15:19,F,
874,2026-12-31,0006,008,008-001,001,500000.0,0.0,2265,2026-01-24 11:15:19,F,
875,2026-12-31,0006,008,008-001,002,500000.0,0.0,2265,2026-01-24 11:15:19,F,
876,2026-12-31,0006,008,008-001,012,50000.0,0.0,2265,2026-01-24 11:15:19,F,
877,2026-12-31,0006,009,009-001,001,35000.0,0.0,2265,2026-01-24 11:15:19,F,
878,2026-12-31,0006,009,009-001,002,35000.0,0.0,2265,2026-01-24 11:15:19,F,
879,2026-12-31,0006,009,009-002,001,35000.0,0.0,2265,2026-01-24 11:15:19,F,
880,2026-12-31,0006,009,009-002,002,35000.0,0.0,2265,2026-01-24 11:15:19,F,
881,2026-12-31,0007,003,003-003,001,90000.0,0.0,2265,2026-01-24 11:15:19,L,
882,2026-12-31,0007,003,003-003,002,90000.0,0.0,2265,2026-01-24 11:15:19,L,
883,2026-12-31,0007,003,003-003,010,8000.0,0.0,2265,2026-01-24 11:15:19,L,
884,2026-12-31,0007,003,003-003,007,16800.0,0.0,2265,2026-01-24 11:15:19,L,
885,2026-12-31,0007,003,003-003,008,16800.0,0.0,2265,2026-01-24 11:15:19,L,
886,2026-12-31,0007,010,010-001,001,642860.0,0.0,2265,2026-01-24 11:15:19,L,
887,2026-12-31,0007,010,010-001,002,642860.0,0.0,2265,2026-01-24 11:15:19,L,
888,2026-12-31,0007,010,010-001,007,20000.0,0.0,2265,2026-01-24 11:15:19,L,
889,2026-12-31,0007,010,010-001,008,20000.0,0.0,2265,2026-01-24 11:15:19,L,
890,2026-12-31,0007,001,001-013,001,102000.0,0.0,2265,2026-01-24 11:15:19,L,
891,2026-12-31,0007,001,001-013,002,102000.0,0.0,2265,2026-01-24 11:15:19,L,
892,2026-12-31,0007,004,004-001,001,35000.0,0.0,2265,2026-01-24 11:15:19,L,
893,2026-12-31,0007,004,004-001,002,35000.0,0.0,2265,2026-01-24 11:15:19,L,
894,2026-12-31,0007,004,004-001,010,22000.0,0.0,2265,2026-01-24 11:15:19,L,
895,2026-12-31,0007,004,004-001,007,11000.0,0.0,2265,2026-01-24 11:15:19,L,
896,2026-12-31,0007,004,004-001,008,11000.0,0.0,2265,2026-01-24 11:15:19,L,
897,2026-12-31,0007,005,005-005,001,35000.0,0.0,2265,2026-01-24 11:15:19,L,
898,2026-12-31,0007,005,005-005,002,35000.0,0.0,2265,2026-01-24 11:15:19,L,
899,2026-12-31,0007,005,005-005,010,5000.0,0.0,2265,2026-01-24 11:15:19,L,
900,2026-12-31,0007,007,007-001,001,45000.0,0.0,2265,2026-01-24 11:15:19,L,
901,2026-12-31,0007,007,007-001,002,45000.0,0.0,2265,2026-01-24 11:15:19,L,
902,2026-12-31,0007,009,009-001,001,35000.0,0.0,2265,2026-01-24 11:15:19,L,
903,2026-12-31,0007,009,009-001,002,35000.0,0.0,2265,2026-01-24 11:15:19,L,
904,2026-12-31,0007,009,009-002,001,35000.0,0.0,2265,2026-01-24 11:15:19,L,
905,2026-12-31,0007,009,009-002,002,35000.0,0.0,2265,2026-01-24 11:15:19,L,
906,2026-12-31,0010,005,005-010,001,50000.0,0.0,2265,2026-01-24 11:15:19,L,
907,2026-12-31,0010,005,005-010,002,50000.0,0.0,2265,2026-01-24 11:15:19,L,
908,2026-12-31,0017,001,001-002,001,35000.0,0.0,2265,2026-01-24 11:15:19,L,
909,2026-12-31,0017,001,001-002,002,35000.0,0.0,2265,2026-01-24 11:15:19,L,
910,2026-12-31,0018,001,001-002,001,35000.0,0.0,2265,2026-01-24 11:15:19,L,
911,2026-12-31,0018,001,001-002,002,35000.0,0.0,2265,2026-01-24 11:15:19,L,
912,2026-12-31,0020,005,005-010,001,50000.0,0.0,2265,2026-01-24 11:15:19,L,
913,2026-12-31,0020,005,005-010,002,50000.0,0.0,2265,2026-01-24 11:15:19,L,
914,2026-12-31,0023,003,003-003,001,285710.0,0.0,2265,2026-01-24 11:15:19,F,
915,2026-12-31,0023,003,003-003,002,285710.0,0.0,2265,2026-01-24 11:15:19,F,
916,2026-12-31,0023,003,003-003,007,35000.0,0.0,2265,2026-01-24 11:15:19,F,
917,2026-12-31,0023,003,003-003,008,35000.0,0.0,2265,2026-01-24 11:15:19,F,
918,2026-12-31,0023,004,004-001,001,80000.0,0.0,2265,2026-01-24 11:15:19,F,
919,2026-12-31,0023,004,004-001,002,80000.0,0.0,2265,2026-01-24 11:15:19,F,
920,2026-12-31,0023,004,004-001,010,22000.0,0.0,2265,2026-01-24 11:15:19,F,
921,2026-12-31,0023,004,004-001,012,46000.0,0.0,2265,2026-01-24 11:15:19,F,
922,2026-12-31,0023,004,004-001,007,30000.0,0.0,2265,2026-01-24 11:15:19,F,
923,2026-12-31,0023,004,004-001,008,30000.0,0.0,2265,2026-01-24 11:15:19,F,
924,2026-12-31,0023,005,005-003,001,45000.0,0.0,2265,2026-01-24 11:15:19,F,
925,2026-12-31,0023,005,005-003,002,45000.0,0.0,2265,2026-01-24 11:15:19,F,
926,2026-12-31,0023,005,005-004,001,45000.0,0.0,2265,2026-01-24 11:15:19,F,
927,2026-12-31,0023,005,005-004,002,45000.0,0.0,2265,2026-01-24 11:15:19,F,
928,2026-12-31,0023,005,005-009,001,45000.0,0.0,2265,2026-01-24 11:15:19,F,
929,2026-12-31,0023,005,005-009,002,45000.0,0.0,2265,2026-01-24 11:15:19,F,
930,2026-12-31,0023,005,005-011,001,45000.0,0.0,2265,2026-01-24 11:15:19,F,
931,2026-12-31,0023,005,005-011,002,45000.0,0.0,2265,2026-01-24 11:15:19,F,
932,2026-12-31,0023,007,007-001,001,500000.0,0.0,2265,2026-01-24 11:15:19,F,
933,2026-12-31,0023,007,007-001,002,500000.0,0.0,2265,2026-01-24 11:15:19,F,
934,2026-12-31,0023,007,007-001,012,50000.0,0.0,2265,2026-01-24 11:15:19,F,
935,2026-12-31,0023,008,008-001,001,500000.0,0.0,2265,2026-01-24 11:15:19,F,
936,2026-12-31,0023,008,008-001,002,500000.0,0.0,2265,2026-01-24 11:15:19,F,
937,2026-12-31,0023,008,008-001,012,50000.0,0.0,2265,2026-01-24 11:15:19,F,
938,2026-12-31,0023,009,009-001,001,35000.0,0.0,2265,2026-01-24 11:15:19,F,
939,2026-12-31,0023,009,009-001,002,35000.0,0.0,2265,2026-01-24 11:15:19,F,
940,2026-12-31,0023,009,009-002,001,35000.0,0.0,2265,2026-01-24 11:15:19,F,
941,2026-12-31,0023,009,009-002,002,35000.0,0.0,2265,2026-01-24 11:15:19,F,
942,2026-12-31,0023,010,010-001,001,714290.0,0.0,2265,2026-01-24 11:15:19,F,
943,2026-12-31,0023,010,010-001,002,714290.0,0.0,2265,2026-01-24 11:15:19,F,
944,2026-12-31,0023,010,010-001,007,40000.0,0.0,2265,2026-01-24 11:15:19,F,
945,2026-12-31,0023,010,010-001,008,40000.0,0.0,2265,2026-01-24 11:15:19,F,
946,2026-12-31,0027,005,005-007,001,30000.0,0.0,2265,2026-01-24 11:15:19,F,
947,2026-12-31,0027,005,005-007,002,30000.0,0.0,2265,2026-01-24 11:15:19,F,
948,2026-12-31,0028,005,005-004,001,45000.0,0.0,2265,2026-01-24 11:15:19,F,
949,2026-12-31,0028,005,005-004,002,45000.0,0.0,2265,2026-01-24 11:15:19,F,
950,2026-12-31,0033,005,005-017,001,280000.0,0.0,2265,2026-01-24 11:15:19,F,
951,2026-12-31,0033,005,005-017,002,280000.0,0.0,2265,2026-01-24 11:15:19,F,
952,2026-12-31,0033,005,005-011,001,16000.0,0.0,2265,2026-01-24 11:15:19,L,
953,2026-12-31,0033,005,005-011,002,16000.0,0.0,2265,2026-01-24 11:15:19,L,
954,2026-12-31,0043,003,003-003,001,285710.0,0.0,2265,2026-01-24 11:15:19,F,
955,2026-12-31,0043,003,003-003,002,285710.0,0.0,2265,2026-01-24 11:15:19,F,
956,2026-12-31,0043,003,003-003,007,35000.0,0.0,2265,2026-01-24 11:15:19,F,
957,2026-12-31,0043,003,003-003,008,35000.0,0.0,2265,2026-01-24 11:15:19,F,
958,2026-12-31,0043,005,005-003,001,45000.0,0.0,2265,2026-01-24 11:15:19,F,
959,2026-12-31,0043,005,005-003,002,45000.0,0.0,2265,2026-01-24 11:15:19,F,
960,2026-12-31,0043,005,005-009,001,45000.0,0.0,2265,2026-01-24 11:15:19,F,
961,2026-12-31,0043,005,005-009,002,45000.0,0.0,2265,2026-01-24 11:15:19,F,
962,2026-12-31,0043,005,005-005,001,45000.0,0.0,2265,2026-01-24 11:15:19,F,
963,2026-12-31,0043,005,005-005,002,45000.0,0.0,2265,2026-01-24 11:15:19,F,
964,2026-12-31,0043,005,005-011,001,45000.0,0.0,2265,2026-01-24 11:15:19,F,
965,2026-12-31,0043,005,005-011,002,45000.0,0.0,2265,2026-01-24 11:15:19,F,
966,2026-12-31,0043,005,005-012,001,250000.0,0.0,2265,2026-01-24 11:15:19,F,
967,2026-12-31,0043,005,005-012,002,250000.0,0.0,2265,2026-01-24 11:15:19,F,
968,2026-12-31,0043,007,007-001,001,500000.0,0.0,2265,2026-01-24 11:15:19,F,
969,2026-12-31,0043,007,007-001,002,500000.0,0.0,2265,2026-01-24 11:15:19,F,
970,2026-12-31,0043,007,007-001,012,50000.0,0.0,2265,2026-01-24 11:15:19,F,
971,2026-12-31,0043,008,008-001,001,500000.0,0.0,2265,2026-01-24 11:15:19,F,
972,2026-12-31,0043,008,008-001,002,500000.0,0.0,2265,2026-01-24 11:15:19,F,
973,2026-12-31,0043,008,008-001,012,50000.0,0.0,2265,2026-01-24 11:15:19,F,
974,2026-12-31,0043,009,009-001,001,35000.0,0.0,2265,2026-01-24 11:15:19,F,
975,2026-12-31,0043,009,009-001,002,35000.0,0.0,2265,2026-01-24 11:15:19,F,
976,2026-12-31,0043,009,009-002,001,35000.0,0.0,2265,2026-01-24 11:15:19,F,
977,2026-12-31,0043,009,009-002,002,35000.0,0.0,2265,2026-01-24 11:15:19,F,
978,2026-12-31,0043,010,010-001,001,714209.0,0.0,2265,2026-01-24 11:15:19,F,
979,2026-12-31,0043,010,010-001,002,714209.0,0.0,2265,2026-01-24 11:15:19,F,
980,2026-12-31,0043,010,010-001,007,40000.0,0.0,2265,2026-01-24 11:15:19,F,
981,2026-12-31,0043,010,010-001,008,40000.0,0.0,2265,2026-01-24 11:15:19,F,
982,2026-12-31,0043,011,011-001,001,400000.0,0.0,2265,2026-01-24 11:15:19,F,
983,2026-12-31,0043,011,011-001,002,400000.0,0.0,2265,2026-01-24 11:15:19,F,
984,2026-12-31,0046,001,001-003,001,121520.0,0.0,2265,2026-01-24 11:15:19,L,
985,2026-12-31,0046,001,001-003,002,121520.0,0.0,2265,2026-01-24 11:15:19,L,
986,2026-12-31,0046,001,001-002,001,28000.0,0.0,2265,2026-01-24 11:15:19,L,
987,2026-12-31,0046,001,001-002,002,23000.0,0.0,2265,2026-01-24 11:15:19,L,
988,2026-12-31,0046,001,001-002,007,6250.0,0.0,2265,2026-01-24 11:15:19,L,
989,2026-12-31,0046,001,001-002,008,6250.0,0.0,2265,2026-01-24 11:15:19,L,
990,2026-12-31,0047,001,001-004,001,28000.0,0.0,2265,2026-01-24 11:15:19,L,
991,2026-12-31,0047,001,001-004,002,23000.0,0.0,2265,2026-01-24 11:15:19,L,
992,2026-12-31,0047,001,001-004,004,23000.0,0.0,2265,2026-01-24 11:15:19,L,
993,2026-12-31,0047,001,001-004,007,6250.0,0.0,2265,2026-01-24 11:15:19,L,
994,2026-12-31,0047,001,001-004,008,6250.0,0.0,2265,2026-01-24 11:15:19,L,
995,2026-12-31,0047,003,003-004,001,35000.0,0.0,2265,2026-01-24 11:15:19,L,
996,2026-12-31,0047,003,003-004,002,35000.0,0.0,2265,2026-01-24 11:15:19,L,
997,2026-12-31,0047,003,003-004,007,6250.0,0.0,2265,2026-01-24 11:15:19,L,
998,2026-12-31,0047,003,003-004,008,6250.0,0.0,2265,2026-01-24 11:15:19,L,
999,2026-12-31,0047,006,005-002,001,150000.0,0.0,2265,2026-01-24 11:15:19,L,
1000,2026-12-31,0047,006,005-002,002,150000.0,0.0,2265,2026-01-24 11:15:19,L,
1001,2026-12-31,0047,005,005-015,001,35000.0,0.0,2265,2026-01-24 11:15:19,L,
1002,2026-12-31,0047,005,005-015,002,35000.0,0.0,2265,2026-01-24 11:15:19,L,
1003,2026-12-31,0047,005,005-015,007,6250.0,0.0,2265,2026-01-24 11:15:19,L,
1004,2026-12-31,0047,005,005-015,008,6250.0,0.0,2265,2026-01-24 11:15:19,L,
1005,2026-12-31,0051,001,001-001,001,169000.0,0.0,2265,2026-01-24 11:15:19,F,
1006,2026-12-31,0051,001,001-001,002,169000.0,0.0,2265,2026-01-24 11:15:19,F,
1007,2026-12-31,0051,001,001-001,012,46000.0,0.0,2265,2026-01-24 11:15:19,F,
1008,2026-12-31,0051,003,003-003,001,285710.0,0.0,2265,2026-01-24 11:15:19,F,
1009,2026-12-31,0051,003,003-003,002,285710.0,0.0,2265,2026-01-24 11:15:19,F,
1010,2026-12-31,0051,003,003-003,007,35000.0,0.0,2265,2026-01-24 11:15:19,F,
1011,2026-12-31,0051,003,003-003,008,35000.0,0.0,2265,2026-01-24 11:15:19,F,
1012,2026-12-31,0051,004,004-001,001,80000.0,0.0,2265,2026-01-24 11:15:19,F,
1013,2026-12-31,0051,004,004-001,002,80000.0,0.0,2265,2026-01-24 11:15:19,F,
1014,2026-12-31,0051,004,004-001,010,22000.0,0.0,2265,2026-01-24 11:15:19,F,
1015,2026-12-31,0051,004,004-001,012,46000.0,0.0,2265,2026-01-24 11:15:19,F,
1016,2026-12-31,0051,004,004-001,007,30000.0,0.0,2265,2026-01-24 11:15:19,F,
1017,2026-12-31,0051,004,004-001,008,30000.0,0.0,2265,2026-01-24 11:15:19,F,
1018,2026-12-31,0051,005,005-006,001,75000.0,0.0,2265,2026-01-24 11:15:19,F,
1019,2026-12-31,0051,005,005-006,002,75000.0,0.0,2265,2026-01-24 11:15:19,F,
1020,2026-12-31,0051,005,005-004,001,45000.0,0.0,2265,2026-01-24 11:15:19,F,
1021,2026-12-31,0051,005,005-004,002,45000.0,0.0,2265,2026-01-24 11:15:19,F,
1022,2026-12-31,0051,005,005-005,001,45000.0,0.0,2265,2026-01-24 11:15:19,F,
1023,2026-12-31,0051,005,005-005,002,45000.0,0.0,2265,2026-01-24 11:15:19,F,
1024,2026-12-31,0051,007,007-001,001,500000.0,0.0,2265,2026-01-24 11:15:19,F,
1025,2026-12-31,0051,007,007-001,002,500000.0,0.0,2265,2026-01-24 11:15:19,F,
1026,2026-12-31,0051,007,007-001,012,50000.0,0.0,2265,2026-01-24 11:15:19,F,
1027,2026-12-31,0051,008,008-001,001,500000.0,0.0,2265,2026-01-24 11:15:19,F,
1028,2026-12-31,0051,008,008-001,002,500000.0,0.0,2265,2026-01-24 11:15:19,F,
1029,2026-12-31,0051,008,008-001,012,50000.0,0.0,2265,2026-01-24 11:15:19,F,
1030,2026-12-31,0051,009,009-001,001,35000.0,0.0,2265,2026-01-24 11:15:19,F,
1031,2026-12-31,0051,009,009-001,002,35000.0,0.0,2265,2026-01-24 11:15:19,F,
1032,2026-12-31,0051,009,009-002,001,35000.0,0.0,2265,2026-01-24 11:15:19,F,
1033,2026-12-31,0051,009,009-002,002,35000.0,0.0,2265,2026-01-24 11:15:19,F,
1034,2026-12-31,0051,001,001-008,003,30250.0,0.0,2265,2026-01-24 11:15:19,L,
1035,2026-12-31,0052,003,003-003,001,285710.0,0.0,2265,2026-01-24 11:15:19,F,
1036,2026-12-31,0052,003,003-003,002,285710.0,0.0,2265,2026-01-24 11:15:19,F,
1037,2026-12-31,0052,003,003-003,007,35000.0,0.0,2265,2026-01-24 11:15:19,F,
1038,2026-12-31,0052,003,003-003,008,35000.0,0.0,2265,2026-01-24 11:15:19,F,
1039,2026-12-31,0052,004,004-001,001,80000.0,0.0,2265,2026-01-24 11:15:19,F,
1040,2026-12-31,0052,004,004-001,002,80000.0,0.0,2265,2026-01-24 11:15:19,F,
1041,2026-12-31,0052,004,004-001,010,22000.0,0.0,2265,2026-01-24 11:15:19,F,
1042,2026-12-31,0052,004,004-001,012,46000.0,0.0,2265,2026-01-24 11:15:19,F,
1043,2026-12-31,0052,004,004-001,007,30000.0,0.0,2265,2026-01-24 11:15:19,F,
1044,2026-12-31,0052,004,004-001,008,30000.0,0.0,2265,2026-01-24 11:15:19,F,
1045,2026-12-31,0052,005,005-008,001,45000.0,0.0,2265,2026-01-24 11:15:19,F,
1046,2026-12-31,0052,005,005-008,002,45000.0,0.0,2265,2026-01-24 11:15:19,F,
1047,2026-12-31,0052,005,005-020,001,275000.0,0.0,2265,2026-01-24 11:15:19,F,
1048,2026-12-31,0052,005,005-020,002,275000.0,0.0,2265,2026-01-24 11:15:19,F,
1049,2026-12-31,0052,007,007-001,001,500000.0,0.0,2265,2026-01-24 11:15:19,F,
1050,2026-12-31,0052,007,007-001,002,500000.0,0.0,2265,2026-01-24 11:15:19,F,
1051,2026-12-31,0052,007,007-001,012,50000.0,0.0,2265,2026-01-24 11:15:19,F,
1052,2026-12-31,0052,008,008-001,001,500000.0,0.0,2265,2026-01-24 11:15:19,F,
1053,2026-12-31,0052,008,008-001,002,500000.0,0.0,2265,2026-01-24 11:15:19,F,
1054,2026-12-31,0052,008,008-001,012,50000.0,0.0,2265,2026-01-24 11:15:19,F,
1055,2026-12-31,0052,009,009-001,001,35000.0,0.0,2265,2026-01-24 11:15:19,F,
1056,2026-12-31,0052,009,009-001,002,35000.0,0.0,2265,2026-01-24 11:15:19,F,
1057,2026-12-31,0052,009,009-002,001,35000.0,0.0,2265,2026-01-24 11:15:19,F,
1058,2026-12-31,0052,009,009-002,002,35000.0,0.0,2265,2026-01-24 11:15:19,F,
1059,2026-12-31,0052,011,011-001,001,400000.0,0.0,2265,2026-01-24 11:15:19,F,
1060,2026-12-31,0052,011,011-001,002,400000.0,0.0,2265,2026-01-24 11:15:19,F,
1061,2026-12-31,0052,010,010-001,001,714290.0,0.0,2265,2026-01-24 11:15:19,F,
1062,2026-12-31,0052,010,010-001,002,714290.0,0.0,2265,2026-01-24 11:15:19,F,
1063,2026-12-31,0052,010,010-001,007,40000.0,0.0,2265,2026-01-24 11:15:19,F,
1064,2026-12-31,0052,010,010-001,008,40000.0,0.0,2265,2026-01-24 11:15:19,F,
1065,2026-12-31,0052,001,001-013,001,350000.0,0.0,2265,2026-01-24 11:15:19,F,
1066,2026-12-31,0052,001,001-013,002,350000.0,0.0,2265,2026-01-24 11:15:19,F,
1067,2026-12-31,0057,001,001-003,001,121520.0,0.0,2265,2026-01-24 11:15:19,L,
1068,2026-12-31,0057,001,001-003,002,121520.0,0.0,2265,2026-01-24 11:15:19,L,
1069,2026-12-31,0057,001,001-002,001,43000.0,0.0,2265,2026-01-24 11:15:19,L,
1070,2026-12-31,0057,001,001-002,002,43000.0,0.0,2265,2026-01-24 11:15:19,L,
1071,2026-12-31,0059,001,001-002,001,37000.0,0.0,2265,2026-01-24 11:15:19,L,
1072,2026-12-31,0059,001,001-002,002,37000.0,0.0,2265,2026-01-24 11:15:19,L,
1073,2026-12-31,0059,001,001-003,001,121520.0,0.0,2265,2026-01-24 11:15:19,L,
1074,2026-12-31,0059,001,001-003,002,121520.0,0.0,2265,2026-01-24 11:15:19,L,
1075,2026-12-31,0016,005,005-018,001,30000.0,0.0,2265,2026-01-24 11:15:19,L,
1076,2026-12-31,0016,005,005-018,002,30000.0,0.0,2265,2026-01-24 11:15:19,L,
1077,2026-12-31,0024,005,005-010,001,50000.0,0.0,2265,2026-01-24 11:15:19,L,
1078,2026-12-31,0024,005,005-010,002,50000.0,0.0,2265,2026-01-24 11:15:19,L,
1079,2026-12-31,0074,001,001-002,001,35000.0,0.0,2265,2026-01-24 11:15:19,L,
1080,2026-12-31,0074,001,001-002,002,35000.0,0.0,2265,2026-01-24 11:15:19,L,
1081,2026-12-31,0072,001,001-002,001,35000.0,0.0,2265,2026-01-24 11:15:19,L,
1082,2026-12-31,0072,001,001-002,002,35000.0,0.0,2265,2026-01-24 11:15:19,L,
1083,2026-12-31,0060,005,005-005,001,25000.0,0.0,2265,2026-01-24 11:15:19,L,
1084,2026-12-31,0060,005,005-005,002,25000.0,0.0,2265,2026-01-24 11:15:19,L,
